localizacao;DataHora;CF;CC;link;Dia;Hora;Valor
Coffee Cameleon;06/01/2014 00:00;L1682;C7253;loyalty;6 - Segunda-feira;0;9
Abila Zacharo;06/01/2014 00:00;L6544;C7108;loyalty;6 - Segunda-feira;0;18
Guy's Gyros;06/01/2014 00:00;L6544;C7108;loyalty;6 - Segunda-feira;0;15
Hallowed Grounds;06/01/2014 00:00;L6544;C7108;loyalty;6 - Segunda-feira;0;12
Hippokampos;06/01/2014 00:00;L3366;C6895;loyalty;6 - Segunda-feira;0;26
Guy's Gyros;06/01/2014 00:00;L8148;C6816;loyalty;6 - Segunda-feira;0;38
Ouzeri Elian;06/01/2014 00:00;L4063;C9220;loyalty;6 - Segunda-feira;0;17
Kalami Kafenion;06/01/2014 00:00;L2490;C3484;loyalty;6 - Segunda-feira;0;30
Frydos Autosupply n' More;06/01/2014 00:00;L8012;C1310;loyalty;6 - Segunda-feira;0;275
Frydos Autosupply n' More;06/01/2014 00:00;L3288;C1286;loyalty;6 - Segunda-feira;0;254
Brew've Been Served;06/01/2014 00:00;L3259;C9405;loyalty;6 - Segunda-feira;0;13
Jack's Magical Beans;06/01/2014 00:00;L5224;C8156;loyalty;6 - Segunda-feira;0;8
Ouzeri Elian;06/01/2014 00:00;L7291;C9683;loyalty;6 - Segunda-feira;0;35
Abila Zacharo;06/01/2014 00:00;L9254;C7354;loyalty;6 - Segunda-feira;0;12
Brew've Been Served;06/01/2014 00:00;L9254;C7354;loyalty;6 - Segunda-feira;0;11
Guy's Gyros;06/01/2014 00:00;L6886;C2463;loyalty;6 - Segunda-feira;0;20
Hallowed Grounds;07/01/2014 00:00;L5777;C9551;loyalty;7 - Terça-feir;0;4
Ouzeri Elian;07/01/2014 00:00;L5777;C9551;loyalty;7 - Terça-feir;0;25
Bean There Done That;07/01/2014 00:00;L7783;C1415;loyalty;7 - Terça-feir;0;11
Abila Zacharo;07/01/2014 00:00;L4164;C7688;loyalty;7 - Terça-feir;0;13
Hippokampos;07/01/2014 00:00;L4164;C7688;loyalty;7 - Terça-feir;0;16
Abila Zacharo;07/01/2014 00:00;L6267;C6899;loyalty;7 - Terça-feir;0;22
Jack's Magical Beans;07/01/2014 00:00;L6267;C6899;loyalty;7 - Terça-feir;0;4
Coffee Cameleon;07/01/2014 00:00;L1682;C7253;loyalty;7 - Terça-feir;0;8
Brewed Awakenings;07/01/2014 00:00;L1485;C3853;loyalty;7 - Terça-feir;0;5
Guy's Gyros;07/01/2014 00:00;L1485;C3853;loyalty;7 - Terça-feir;0;22
Hippokampos;07/01/2014 00:00;L1485;C3853;loyalty;7 - Terça-feir;0;32
Brewed Awakenings;07/01/2014 00:00;L5947;C2540;loyalty;7 - Terça-feir;0;12
Guy's Gyros;07/01/2014 00:00;L5947;C2540;loyalty;7 - Terça-feir;0;34
Katerina’s Café;07/01/2014 00:00;L6119;C7889;loyalty;7 - Terça-feir;0;15
Bean There Done That;07/01/2014 00:00;L3014;C1877;loyalty;7 - Terça-feir;0;14
Hippokampos;07/01/2014 00:00;L4149;C1321;loyalty;7 - Terça-feir;0;10
Gelatogalore;07/01/2014 00:00;L4424;C1874;loyalty;7 - Terça-feir;0;32
Abila Zacharo;07/01/2014 00:00;L5259;C7819;loyalty;7 - Terça-feir;0;26
Guy's Gyros;07/01/2014 00:00;L3800;C7384;loyalty;7 - Terça-feir;0;22
Kalami Kafenion;07/01/2014 00:00;L3800;C7384;loyalty;7 - Terça-feir;0;26
Albert's Fine Clothing;07/01/2014 00:00;L3366;C6895;loyalty;7 - Terça-feir;0;228
Bean There Done That;07/01/2014 00:00;L3366;C6895;loyalty;7 - Terça-feir;0;6
Ouzeri Elian;07/01/2014 00:00;L3366;C6895;loyalty;7 - Terça-feir;0;25
Brew've Been Served;07/01/2014 00:00;L2490;C3484;loyalty;7 - Terça-feir;0;9
Katerina’s Café;07/01/2014 00:00;L2490;C3484;loyalty;7 - Terça-feir;0;31
Carlyle Chemical Inc.;07/01/2014 00:00;L5756;C7792;loyalty;7 - Terça-feir;0;3827
Katerina’s Café;07/01/2014 00:00;L5756;C7792;loyalty;7 - Terça-feir;0;19
Stewart and Sons Fabrication;07/01/2014 00:00;L9633;C9735;loyalty;7 - Terça-feir;0;1783
Hippokampos;07/01/2014 00:00;L7814;C3492;loyalty;7 - Terça-feir;0;16
Gelatogalore;07/01/2014 00:00;L3295;C5921;loyalty;7 - Terça-feir;0;9
Brew've Been Served;07/01/2014 00:00;L9363;C6901;loyalty;7 - Terça-feir;0;8
Frydos Autosupply n' More;07/01/2014 00:00;L9363;C6901;loyalty;7 - Terça-feir;0;273
Ouzeri Elian;07/01/2014 00:00;L9363;C6901;loyalty;7 - Terça-feir;0;20
Abila Airport;07/01/2014 00:00;L3317;C2276;loyalty;7 - Terça-feir;0;1642
Brew've Been Served;07/01/2014 00:00;L7291;C9683;loyalty;7 - Terça-feir;0;19
Brewed Awakenings;07/01/2014 00:00;L9254;C7354;loyalty;7 - Terça-feir;0;13
Guy's Gyros;07/01/2014 00:00;L9254;C7354;loyalty;7 - Terça-feir;0;10
Jack's Magical Beans;07/01/2014 00:00;L6886;C2463;loyalty;7 - Terça-feir;0;10
Ouzeri Elian;08/01/2014 00:00;L5777;C9551;loyalty;8 - Quarta-feira;0;11
Ouzeri Elian;08/01/2014 00:00;L4164;C7688;loyalty;8 - Quarta-feira;0;33
Katerina’s Café;08/01/2014 00:00;L1682;C7253;loyalty;8 - Quarta-feira;0;19
Brew've Been Served;08/01/2014 00:00;L1485;C3853;loyalty;8 - Quarta-feira;0;13
Guy's Gyros;08/01/2014 00:00;L1485;C3853;loyalty;8 - Quarta-feira;0;18
Hallowed Grounds;08/01/2014 00:00;L6119;C7889;loyalty;8 - Quarta-feira;0;20
Hippokampos;08/01/2014 00:00;L3014;C1877;loyalty;8 - Quarta-feira;0;13
Bean There Done That;08/01/2014 00:00;L4149;C1321;loyalty;8 - Quarta-feira;0;15
Gelatogalore;08/01/2014 00:00;L5259;C7819;loyalty;8 - Quarta-feira;0;37
Bean There Done That;08/01/2014 00:00;L3366;C6895;loyalty;8 - Quarta-feira;0;16
Katerina’s Café;08/01/2014 00:00;L3366;C6895;loyalty;8 - Quarta-feira;0;37
Brew've Been Served;08/01/2014 00:00;L2490;C3484;loyalty;8 - Quarta-feira;0;12
Gelatogalore;08/01/2014 00:00;L2490;C3484;loyalty;8 - Quarta-feira;0;40
Guy's Gyros;08/01/2014 00:00;L2490;C3484;loyalty;8 - Quarta-feira;0;19
Nationwide Refinery;08/01/2014 00:00;L5756;C7792;loyalty;8 - Quarta-feira;0;4367
Brew've Been Served;08/01/2014 00:00;L3259;C9405;loyalty;8 - Quarta-feira;0;14
Katerina’s Café;08/01/2014 00:00;L3295;C5921;loyalty;8 - Quarta-feira;0;33
Ouzeri Elian;08/01/2014 00:00;L5224;C8156;loyalty;8 - Quarta-feira;0;30
Brew've Been Served;08/01/2014 00:00;L8566;C4795;loyalty;8 - Quarta-feira;0;12
Hippokampos;08/01/2014 00:00;L6886;C2463;loyalty;8 - Quarta-feira;0;19
Jack's Magical Beans;08/01/2014 00:00;L6886;C2463;loyalty;8 - Quarta-feira;0;11
Abila Zacharo;09/01/2014 00:00;L5777;C9551;loyalty;9 - Quinta-feira;0;29
Hallowed Grounds;09/01/2014 00:00;L5777;C9551;loyalty;9 - Quinta-feira;0;14
Guy's Gyros;09/01/2014 00:00;L7783;C1415;loyalty;9 - Quinta-feira;0;15
Kronos Mart;09/01/2014 00:00;L4164;C7688;loyalty;9 - Quinta-feira;0;204
Gelatogalore;09/01/2014 00:00;L5947;C2540;loyalty;9 - Quinta-feira;0;17
Frydos Autosupply n' More;09/01/2014 00:00;L4149;C1321;loyalty;9 - Quinta-feira;0;61
Hallowed Grounds;09/01/2014 00:00;L6544;C7108;loyalty;9 - Quinta-feira;0;17
Hallowed Grounds;09/01/2014 00:00;L4424;C1874;loyalty;9 - Quinta-feira;0;18
Katerina’s Café;09/01/2014 00:00;L5553;C9617;loyalty;9 - Quinta-feira;0;26
Bean There Done That;09/01/2014 00:00;L3366;C6895;loyalty;9 - Quinta-feira;0;4
Kalami Kafenion;09/01/2014 00:00;L3366;C6895;loyalty;9 - Quinta-feira;0;31
Brew've Been Served;09/01/2014 00:00;L8148;C6816;loyalty;9 - Quinta-feira;0;16
Nationwide Refinery;09/01/2014 00:00;L7761;C3506;loyalty;9 - Quinta-feira;0;1420
Brew've Been Served;09/01/2014 00:00;L2490;C3484;loyalty;9 - Quinta-feira;0;12
Abila Airport;09/01/2014 00:00;L2769;C8642;loyalty;9 - Quinta-feira;0;183
Hippokampos;09/01/2014 00:00;L2169;C4434;loyalty;9 - Quinta-feira;0;26
Hallowed Grounds;09/01/2014 00:00;L3259;C9405;loyalty;9 - Quinta-feira;0;10
Brew've Been Served;09/01/2014 00:00;L7291;C9683;loyalty;9 - Quinta-feira;0;11
Brew've Been Served;09/01/2014 00:00;L9254;C7354;loyalty;9 - Quinta-feira;0;15
Guy's Gyros;09/01/2014 00:00;L9254;C7354;loyalty;9 - Quinta-feira;0;25
Jack's Magical Beans;09/01/2014 00:00;L6886;C2463;loyalty;9 - Quinta-feira;0;17
Hallowed Grounds;10/01/2014 00:00;L5777;C9551;loyalty;10 - Sexta-feira;0;7
Hippokampos;10/01/2014 00:00;L7783;C1415;loyalty;10 - Sexta-feira;0;28
Hippokampos;10/01/2014 00:00;L4164;C7688;loyalty;10 - Sexta-feira;0;10
Abila Zacharo;10/01/2014 00:00;L6267;C6899;loyalty;10 - Sexta-feira;0;33
Ouzeri Elian;10/01/2014 00:00;L6119;C7889;loyalty;10 - Sexta-feira;0;26
Hippokampos;10/01/2014 00:00;L2070;C8332;loyalty;10 - Sexta-feira;0;31
Katerina’s Café;10/01/2014 00:00;L6544;C7108;loyalty;10 - Sexta-feira;0;38
Brew've Been Served;10/01/2014 00:00;L3800;C7384;loyalty;10 - Sexta-feira;0;3
Frydos Autosupply n' More;10/01/2014 00:00;L3800;C7384;loyalty;10 - Sexta-feira;0;217
Nationwide Refinery;10/01/2014 00:00;L5924;C9614;loyalty;10 - Sexta-feira;0;2263
Carlyle Chemical Inc.;10/01/2014 00:00;L8477;C4530;loyalty;10 - Sexta-feira;0;3489
Gelatogalore;10/01/2014 00:00;L3295;C5921;loyalty;10 - Sexta-feira;0;39
Chostus Hotel;10/01/2014 00:00;L7291;C9683;loyalty;10 - Sexta-feira;0;113
Brew've Been Served;10/01/2014 00:00;L8566;C4795;loyalty;10 - Sexta-feira;0;17
Hippokampos;10/01/2014 00:00;L8566;C4795;loyalty;10 - Sexta-feira;0;39
Brew've Been Served;10/01/2014 00:00;L9254;C7354;loyalty;10 - Sexta-feira;0;11
Hippokampos;10/01/2014 00:00;L6886;C2463;loyalty;10 - Sexta-feira;0;40
Hippokampos;11/01/2014 00:00;L4164;C7688;loyalty;11 - Sábado;0;21
Katerina’s Café;11/01/2014 00:00;L1682;C7253;loyalty;11 - Sábado;0;29
Katerina’s Café;11/01/2014 00:00;L4424;C1874;loyalty;11 - Sábado;0;18
Guy's Gyros;11/01/2014 00:00;L8148;C6816;loyalty;11 - Sábado;0;56
Hippokampos;11/01/2014 00:00;L2169;C4434;loyalty;11 - Sábado;0;23
Katerina’s Café;11/01/2014 00:00;L7814;C3492;loyalty;11 - Sábado;0;27
Ahaggo Museum;11/01/2014 00:00;L7291;C9683;loyalty;11 - Sábado;0;32
Hippokampos;12/01/2014 00:00;L5777;C9551;loyalty;12 - Domingo;0;32
Desafio Golf Course;12/01/2014 00:00;L4164;C7688;loyalty;12 - Domingo;0;161
Hippokampos;12/01/2014 00:00;L5947;C2540;loyalty;12 - Domingo;0;29
Kalami Kafenion;12/01/2014 00:00;L5947;C2540;loyalty;12 - Domingo;0;26
Katerina’s Café;12/01/2014 00:00;L4424;C1874;loyalty;12 - Domingo;0;27
Kronos Mart;12/01/2014 00:00;L8148;C6816;loyalty;12 - Domingo;0;159
Guy's Gyros;12/01/2014 00:00;L2490;C3484;loyalty;12 - Domingo;0;43
Katerina’s Café;12/01/2014 00:00;L9362;C3547;loyalty;12 - Domingo;0;34
Hallowed Grounds;13/01/2014 00:00;L5777;C9551;loyalty;13 - Segunda-feira;0;14
Bean There Done That;13/01/2014 00:00;L3191;C9635;loyalty;13 - Segunda-feira;0;18
Abila Zacharo;13/01/2014 00:00;L4164;C7688;loyalty;13 - Segunda-feira;0;36
Abila Zacharo;13/01/2014 00:00;L1485;C3853;loyalty;13 - Segunda-feira;0;36
Brew've Been Served;13/01/2014 00:00;L1485;C3853;loyalty;13 - Segunda-feira;0;13
Brewed Awakenings;13/01/2014 00:00;L5947;C2540;loyalty;13 - Segunda-feira;0;16
Katerina’s Café;13/01/2014 00:00;L6119;C7889;loyalty;13 - Segunda-feira;0;38
Katerina’s Café;13/01/2014 00:00;L6119;C7889;loyalty;13 - Segunda-feira;0;16
Gelatogalore;13/01/2014 00:00;L2070;C8332;loyalty;13 - Segunda-feira;0;26
Guy's Gyros;13/01/2014 00:00;L6544;C7108;loyalty;13 - Segunda-feira;0;33
Hippokampos;13/01/2014 00:00;L3800;C7384;loyalty;13 - Segunda-feira;0;32
Abila Zacharo;13/01/2014 00:00;L3366;C6895;loyalty;13 - Segunda-feira;0;23
Abila Zacharo;13/01/2014 00:00;L8148;C6816;loyalty;13 - Segunda-feira;0;40
Brew've Been Served;13/01/2014 00:00;L8148;C6816;loyalty;13 - Segunda-feira;0;4
Kronos Pipe and Irrigation;13/01/2014 00:00;L4063;C9220;loyalty;13 - Segunda-feira;0;2853
Guy's Gyros;13/01/2014 00:00;L3572;C1286;loyalty;13 - Segunda-feira;0;29
Brew've Been Served;13/01/2014 00:00;L2490;C3484;loyalty;13 - Segunda-feira;0;18
Frydos Autosupply n' More;13/01/2014 00:00;L2169;C4434;loyalty;13 - Segunda-feira;0;88
Stewart and Sons Fabrication;13/01/2014 00:00;L9633;C9735;loyalty;13 - Segunda-feira;0;4072
Katerina’s Café;13/01/2014 00:00;L8012;C1310;loyalty;13 - Segunda-feira;0;11
Katerina’s Café;13/01/2014 00:00;L9362;C3547;loyalty;13 - Segunda-feira;0;30
Hippokampos;13/01/2014 00:00;L5224;C8156;loyalty;13 - Segunda-feira;0;40
Ouzeri Elian;13/01/2014 00:00;L8566;C4795;loyalty;13 - Segunda-feira;0;35
Hippokampos;13/01/2014 00:00;L9254;C7354;loyalty;13 - Segunda-feira;0;40
Kalami Kafenion;14/01/2014 00:00;L5777;C9551;loyalty;14 - Terça-feira;0;17
Ouzeri Elian;14/01/2014 00:00;L5777;C9551;loyalty;14 - Terça-feira;0;16
Jack's Magical Beans;14/01/2014 00:00;L6267;C6899;loyalty;14 - Terça-feira;0;13
Hippokampos;14/01/2014 00:00;L6119;C7889;loyalty;14 - Terça-feira;0;19
Katerina’s Café;14/01/2014 00:00;L6119;C7889;loyalty;14 - Terça-feira;0;32
Gelatogalore;14/01/2014 00:00;L3014;C1877;loyalty;14 - Terça-feira;0;11
Hippokampos;14/01/2014 00:00;L3014;C1877;loyalty;14 - Terça-feira;0;11
Hippokampos;14/01/2014 00:00;L2070;C8332;loyalty;14 - Terça-feira;0;24
Bean There Done That;14/01/2014 00:00;L4149;C1321;loyalty;14 - Terça-feira;0;8
Guy's Gyros;14/01/2014 00:00;L6544;C7108;loyalty;14 - Terça-feira;0;34
Ouzeri Elian;14/01/2014 00:00;L6544;C7108;loyalty;14 - Terça-feira;0;22
Hallowed Grounds;14/01/2014 00:00;L5553;C9617;loyalty;14 - Terça-feira;0;10
Abila Airport;14/01/2014 00:00;L7761;C3506;loyalty;14 - Terça-feira;0;2370
Nationwide Refinery;14/01/2014 00:00;L7761;C3506;loyalty;14 - Terça-feira;0;1301
Stewart and Sons Fabrication;14/01/2014 00:00;L7761;C3506;loyalty;14 - Terça-feira;0;540
Ouzeri Elian;14/01/2014 00:00;L2490;C3484;loyalty;14 - Terça-feira;0;27
Abila Airport;14/01/2014 00:00;L2769;C8642;loyalty;14 - Terça-feira;0;4898
Brewed Awakenings;14/01/2014 00:00;L2169;C4434;loyalty;14 - Terça-feira;0;13
Carlyle Chemical Inc.;14/01/2014 00:00;L5756;C7792;loyalty;14 - Terça-feira;0;795
Jack's Magical Beans;14/01/2014 00:00;L3288;C1286;loyalty;14 - Terça-feira;0;3
Roberts and Sons;14/01/2014 00:00;L3259;C9405;loyalty;14 - Terça-feira;0;204
Katerina’s Café;14/01/2014 00:00;L9362;C3547;loyalty;14 - Terça-feira;0;15
Abila Airport;14/01/2014 00:00;L3317;C2276;loyalty;14 - Terça-feira;0;3339
Jack's Magical Beans;14/01/2014 00:00;L5224;C8156;loyalty;14 - Terça-feira;0;16
Jack's Magical Beans;14/01/2014 00:00;L6886;C2463;loyalty;14 - Terça-feira;0;18
Hallowed Grounds;15/01/2014 00:00;L5777;C9551;loyalty;15 - Quarta-feira;0;16
Ouzeri Elian;15/01/2014 00:00;L5777;C9551;loyalty;15 - Quarta-feira;0;25
Ouzeri Elian;15/01/2014 00:00;L5777;C9551;loyalty;15 - Quarta-feira;0;33
Abila Zacharo;15/01/2014 00:00;L3191;C9635;loyalty;15 - Quarta-feira;0;9
Brewed Awakenings;15/01/2014 00:00;L4164;C7688;loyalty;15 - Quarta-feira;0;16
Guy's Gyros;15/01/2014 00:00;L1485;C3853;loyalty;15 - Quarta-feira;0;21
Brewed Awakenings;15/01/2014 00:00;L5947;C2540;loyalty;15 - Quarta-feira;0;12
Hippokampos;15/01/2014 00:00;L5947;C2540;loyalty;15 - Quarta-feira;0;23
Bean There Done That;15/01/2014 00:00;L3014;C1877;loyalty;15 - Quarta-feira;0;13
Shoppers' Delight;15/01/2014 00:00;L2070;C8332;loyalty;15 - Quarta-feira;0;102
Kronos Mart;15/01/2014 00:00;L6544;C7108;loyalty;15 - Quarta-feira;0;259
General Grocer;15/01/2014 00:00;L5259;C7819;loyalty;15 - Quarta-feira;0;106
Hippokampos;15/01/2014 00:00;L3366;C6895;loyalty;15 - Quarta-feira;0;21
Kalami Kafenion;15/01/2014 00:00;L3366;C6895;loyalty;15 - Quarta-feira;0;28
Guy's Gyros;15/01/2014 00:00;L2490;C3484;loyalty;15 - Quarta-feira;0;18
Brew've Been Served;15/01/2014 00:00;L2169;C4434;loyalty;15 - Quarta-feira;0;10
Hippokampos;15/01/2014 00:00;L2169;C4434;loyalty;15 - Quarta-feira;0;38
Stewart and Sons Fabrication;15/01/2014 00:00;L5485;C9152;loyalty;15 - Quarta-feira;0;4485
Jack's Magical Beans;15/01/2014 00:00;L5224;C8156;loyalty;15 - Quarta-feira;0;4
Hippokampos;15/01/2014 00:00;L7291;C9683;loyalty;15 - Quarta-feira;0;39
General Grocer;15/01/2014 00:00;L8566;C4795;loyalty;15 - Quarta-feira;0;138
Guy's Gyros;15/01/2014 00:00;L8566;C4795;loyalty;15 - Quarta-feira;0;20
Guy's Gyros;15/01/2014 00:00;L9254;C7354;loyalty;15 - Quarta-feira;0;29
General Grocer;15/01/2014 00:00;L6886;C2463;loyalty;15 - Quarta-feira;0;83
Kronos Mart;16/01/2014 00:00;L7783;C1415;loyalty;16 - Quinta-feira;0;286
Hippokampos;16/01/2014 00:00;L3191;C9635;loyalty;16 - Quinta-feira;0;11
Kalami Kafenion;16/01/2014 00:00;L3191;C9635;loyalty;16 - Quinta-feira;0;31
Coffee Cameleon;16/01/2014 00:00;L1682;C7253;loyalty;16 - Quinta-feira;0;5
Katerina’s Café;16/01/2014 00:00;L1682;C7253;loyalty;16 - Quinta-feira;0;36
Shoppers' Delight;16/01/2014 00:00;L3014;C1877;loyalty;16 - Quinta-feira;0;101
Hallowed Grounds;16/01/2014 00:00;L5553;C9617;loyalty;16 - Quinta-feira;0;5
Hippokampos;16/01/2014 00:00;L3366;C6895;loyalty;16 - Quinta-feira;0;34
Kalami Kafenion;16/01/2014 00:00;L3366;C6895;loyalty;16 - Quinta-feira;0;26
Stewart and Sons Fabrication;16/01/2014 00:00;L7761;C3506;loyalty;16 - Quinta-feira;0;860
Abila Airport;16/01/2014 00:00;L2769;C8642;loyalty;16 - Quinta-feira;0;3033
Hallowed Grounds;16/01/2014 00:00;L3259;C9405;loyalty;16 - Quinta-feira;0;13
Katerina’s Café;16/01/2014 00:00;L3259;C9405;loyalty;16 - Quinta-feira;0;11
Coffee Cameleon;16/01/2014 00:00;L9362;C3547;loyalty;16 - Quinta-feira;0;7
Katerina’s Café;16/01/2014 00:00;L9362;C3547;loyalty;16 - Quinta-feira;0;14
Guy's Gyros;16/01/2014 00:00;L7291;C9683;loyalty;16 - Quinta-feira;0;31
Brewed Awakenings;17/01/2014 00:00;L5947;C2540;loyalty;17 - Sexta-feira;0;9
Chostus Hotel;17/01/2014 00:00;L5947;C2540;loyalty;17 - Sexta-feira;0;120
Katerina’s Café;17/01/2014 00:00;L6119;C7889;loyalty;17 - Sexta-feira;0;32
Hippokampos;17/01/2014 00:00;L3014;C1877;loyalty;17 - Sexta-feira;0;10
Abila Zacharo;17/01/2014 00:00;L2070;C8332;loyalty;17 - Sexta-feira;0;9
Hippokampos;17/01/2014 00:00;L2070;C8332;loyalty;17 - Sexta-feira;0;15
General Grocer;17/01/2014 00:00;L6544;C7108;loyalty;17 - Sexta-feira;0;78
Brew've Been Served;17/01/2014 00:00;L3800;C7384;loyalty;17 - Sexta-feira;0;13
Hippokampos;17/01/2014 00:00;L5553;C9617;loyalty;17 - Sexta-feira;0;28
Abila Zacharo;17/01/2014 00:00;L3366;C6895;loyalty;17 - Sexta-feira;0;21
Brew've Been Served;17/01/2014 00:00;L3572;C1286;loyalty;17 - Sexta-feira;0;11
Shoppers' Delight;17/01/2014 00:00;L3572;C1286;loyalty;17 - Sexta-feira;0;269
Guy's Gyros;17/01/2014 00:00;L2169;C4434;loyalty;17 - Sexta-feira;0;15
Coffee Cameleon;17/01/2014 00:00;L9637;C2142;loyalty;17 - Sexta-feira;0;15
Ouzeri Elian;17/01/2014 00:00;L3288;C1286;loyalty;17 - Sexta-feira;0;10
Hallowed Grounds;17/01/2014 00:00;L7814;C3492;loyalty;17 - Sexta-feira;0;18
Brew've Been Served;17/01/2014 00:00;L7291;C9683;loyalty;17 - Sexta-feira;0;12
Abila Zacharo;17/01/2014 00:00;L9254;C7354;loyalty;17 - Sexta-feira;0;40
Kalami Kafenion;17/01/2014 00:00;L6886;C2463;loyalty;17 - Sexta-feira;0;25
Kronos Mart;18/01/2014 00:00;L5777;C9551;loyalty;18 - Sábado;0;195
Ouzeri Elian;18/01/2014 00:00;L5777;C9551;loyalty;18 - Sábado;0;22
Kalami Kafenion;18/01/2014 00:00;L3191;C9635;loyalty;18 - Sábado;0;11
Kalami Kafenion;18/01/2014 00:00;L1485;C3853;loyalty;18 - Sábado;0;10
Abila Zacharo;18/01/2014 00:00;L5947;C2540;loyalty;18 - Sábado;0;73
Roberts and Sons;18/01/2014 00:00;L5947;C2540;loyalty;18 - Sábado;0;240
Hippokampos;18/01/2014 00:00;L3014;C1877;loyalty;18 - Sábado;0;20
Kalami Kafenion;18/01/2014 00:00;L2070;C8332;loyalty;18 - Sábado;0;42
Kronos Mart;18/01/2014 00:00;L2070;C8332;loyalty;18 - Sábado;0;150
Frydos Autosupply n' More;18/01/2014 00:00;L4424;C1874;loyalty;18 - Sábado;0;282
Guy's Gyros;18/01/2014 00:00;L3800;C7384;loyalty;18 - Sábado;0;31
Kronos Mart;18/01/2014 00:00;L2490;C3484;loyalty;18 - Sábado;0;88
Ouzeri Elian;18/01/2014 00:00;L9362;C3547;loyalty;18 - Sábado;0;53
Katerina’s Café;18/01/2014 00:00;L2459;C5010;loyalty;18 - Sábado;0;14
Hippokampos;19/01/2014 00:00;L3014;C1877;loyalty;19 - Domingo;0;12
Guy's Gyros;19/01/2014 00:00;L8148;C6816;loyalty;19 - Domingo;0;40
Katerina’s Café;19/01/2014 00:00;L9362;C3547;loyalty;19 - Domingo;0;12
Hippokampos;19/01/2014 00:00;L5224;C8156;loyalty;19 - Domingo;0;45
